phrase,pos,count,csv_source
Bribes,NOUN_PHRASE,137,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
seven years,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
MBA,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Mandates,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Double-Track system,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized"
Earnings,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Reflections,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Quantity,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Trials,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Tree Planting,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Ghana’s environment,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized"
year’s theme,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized"
Food Systems,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
manipulation,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Disciplinary action,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
fever,NOUN_PHRASE,136,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Inclusive governance,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
difficult time,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
public purse,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
equal opportunities,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Legal processes,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Momo,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Daily life,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
financial challenges,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
score,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Revenue generation,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
resurgence,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Enclave,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Hearings,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Flow,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
WAFCON,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Industrialization,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
nationwide strike,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Possibilities,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
successful completion,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Right Time,NOUN_PHRASE,135,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Legal Education,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
By-Election,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
disregard,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Strict Enforcement,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Skills Training,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Protocols,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
continued collaboration,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
International best practices,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
African Football,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
birthday,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Welcome address,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Prevalence,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
forgiveness,NOUN_PHRASE,134,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Public Financial Management,NOUN_PHRASE,133,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
retaliation,NOUN_PHRASE,133,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
permits,NOUN_PHRASE,133,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Financial Mismanagement,NOUN_PHRASE,133,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Packaging,NOUN_PHRASE,133,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
hundreds of thousands,NOUN_PHRASE,133,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Multilateralism,NOUN_PHRASE,133,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
devastating fire,NOUN_PHRASE,133,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized"
Food inflation,NOUN_PHRASE,133,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Habit,NOUN_PHRASE,133,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Ghanaian music,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
influx,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
strain,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Technical Assistance,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
growing demand,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Outlook,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Internally Generated Funds,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Energy Transition,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
heartfelt appreciation,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
lasting solution,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Joint Statement,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Digital Inclusion,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
ambitions,NOUN_PHRASE,132,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Prophecy,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
political influence,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
cocoa sector,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Sustainable Development Goal,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
stampede,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Basic Education Certificate Examination,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
key driver,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
MSc,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
status quo,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Convictions,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Technology Transfer,NOUN_PHRASE,131,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Infractions,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
democratic values,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Public debate,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Digitalization,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Foreign Direct Investment,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
excess,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Assignment,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Grand Finale,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
vacancy,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Passionate Appeal,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Revenue Mobilisation,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Deals,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
modernisation,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
misunderstanding,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
assertions,NOUN_PHRASE,130,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Political Leadership,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
public life,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
financial losses,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Christianity,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
past five years,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Women’s Rights,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized"
Criminal Charges,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
centre stage,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Blood Pressure,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
respects,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Indicators,NOUN_PHRASE,129,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Stealing,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Behavior,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Vocational Education,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
best way,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Colour,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Addiction,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
critical need,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
urgent intervention,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Key institutions,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Adjustments,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
expenses,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Mechanism,NOUN_PHRASE,128,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Philanthropy,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Social,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Elevation,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
long-term growth,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
volatility,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
correspondence,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
bottlenecks,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
campaign promises,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
global trade,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Fiscal consolidation,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
High Court ruling,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Loopholes,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
depreciation,NOUN_PHRASE,127,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Contamination,NOUN_PHRASE,126,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Clean Energy,NOUN_PHRASE,126,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Reserve,NOUN_PHRASE,126,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Disagreements,NOUN_PHRASE,126,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Primary,NOUN_PHRASE,126,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
aggression,NOUN_PHRASE,126,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
setback,NOUN_PHRASE,126,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
opening remarks,NOUN_PHRASE,126,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Death toll,NOUN_PHRASE,126,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
impasse,NOUN_PHRASE,126,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Non-Governmental Organisation,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Exploration,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
external shocks,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Interpretation,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
debut,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Litigation,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
recurrence,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
renewed sense,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Overcrowding,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
margin,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
national efforts,NOUN_PHRASE,125,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
transformative power,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Commonwealth,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Conclave,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Honours,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Fitness,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Falsehoods,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
national economy,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
dealings,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
tactics,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
foreign investment,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Warnings,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Regulatory Frameworks,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Business Development,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Subsidies,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Existing Laws,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
unfortunate incident,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
Suicide,NOUN_PHRASE,124,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized"
